-0.0307,0.1061,-0.0955,-0.1153,-0.0049,0.0274,-0.0344,-0.1616,-0.1005,0.1309,0.0800,-0.0036,0.1503,0.0524,0.0604,-0.1024,-0.0177,0.0975,0.1117,-0.0414,-0.2543,-0.0007,-0.0355,0.0681,-0.1778,0.0060,-0.0875,-0.0733
-0.0978,-0.0247,-0.1121,0.0117,-0.1566,0.0805,-0.1697,-0.0242,0.0459,-0.0190,0.1731,0.1234,0.1285,-0.1122,-0.1188,-0.1041,-0.1073,0.0685,-0.0790,0.0012,0.1516,0.0983,-0.0463,0.0782,0.0145,0.2483,-0.1430,-0.0888
-0.0107,-0.0178,-0.0053,0.0741,0.0054,0.0311,-0.0162,-0.1094,-0.1408,-0.0933,0.1331,0.0284,-0.0180,0.1809,-0.0583,-0.1732,0.1027,0.0848,-0.0317,-0.1483,-0.0312,-0.0009,-0.0163,0.1011,-0.0566,0.1421,-0.0204,0.0379
0.0408,0.2086,-0.0242,0.0002,-0.0811,0.0133,0.0455,-0.0518,0.1186,0.0126,0.0087,-0.1006,-0.0817,-0.1435,-0.0456,0.0616,-0.0519,0.1667,0.0648,-0.0772,0.0081,-0.0196,-0.0225,0.0649,0.1515,0.0407,0.0806,-0.1056
0.1462,0.0043,0.1722,0.0588,-0.0169,0.0110,0.1570,-0.0544,0.0184,0.0951,0.0261,-0.0643,0.0777,0.0053,-0.0359,-0.0979,-0.0168,-0.0429,-0.1568,0.0010,0.0771,-0.1277,-0.0045,0.0516,-0.1107,-0.0923,-0.0764,0.1640
0.0946,0.0197,-0.0548,-0.1133,-0.1165,-0.0231,-0.0577,-0.0947,0.0448,-0.0435,0.1926,-0.0056,-0.1624,-0.0350,0.0240,-0.0471,-0.0971,-0.0659,-0.0703,-0.0957,-0.0378,-0.0789,-0.0828,0.0343,-0.0605,0.1185,-0.1428,-0.0566
0.1885,0.0774,0.0115,-0.1990,0.0614,0.1250,-0.0309,0.2506,0.0287,0.2015,-0.1847,-0.0591,-0.1062,-0.0139,0.1558,-0.1521,0.1547,0.0880,-0.0624,0.0829,-0.1698,-0.2761,-0.0752,0.1162,0.0661,0.0522,0.1208,0.0633
-0.0856,-0.1093,-0.1282,0.0483,-0.1326,-0.0036,-0.0378,-0.3415,-0.2332,-0.0501,-0.0118,-0.0415,-0.2982,0.1078,-0.0384,-0.1224,0.0404,-0.0265,-0.0968,0.0919,-0.0053,0.0923,-0.0879,0.0966,0.1291,0.1088,-0.0546,-0.0544
-0.1224,0.0899,0.0407,0.0035,-0.1955,-0.0619,0.0156,-0.0836,-0.1593,0.0452,0.0873,-0.0528,0.0222,0.0157,0.2487,0.2074,0.1040,0.0109,-0.0058,-0.2852,-0.0894,0.0713,-0.1396,-0.0690,0.1904,-0.0125,0.0349,-0.1538
0.0270,0.0498,0.0113,0.0962,-0.0660,0.0592,0.0680,-0.0336,-0.0197,-0.0365,-0.1428,-0.0063,-0.0164,-0.1047,-0.0830,0.0935,0.1157,-0.0047,0.0220,0.0815,-0.0222,-0.0095,0.0385,0.0119,-0.1959,-0.0032,0.1849,0.0727
-0.0122,0.2658,-0.0698,-0.1868,0.0791,0.0544,0.1510,0.0046,0.0270,-0.0118,-0.0209,-0.0018,-0.0908,0.0956,0.0264,0.0414,-0.0256,0.0825,-0.0800,0.0558,-0.1027,0.0551,0.0776,-0.0394,0.1276,0.0125,0.0864,-0.0455
-0.1279,-0.1359,0.2419,0.0150,0.1094,-0.0641,-0.1053,0.1024,-0.0352,-0.2857,0.0409,0.1026,0.1064,0.0664,0.1733,0.0717,-0.0646,0.0631,0.0028,0.0570,0.0565,-0.0028,-0.0001,-0.0716,0.1156,-0.1931,-0.1922,-0.0497
0.1376,-0.0146,0.1720,-0.0385,-0.0494,-0.0262,-0.0527,0.0519,0.2816,0.0954,-0.0030,-0.1646,0.1676,0.1269,-0.0141,-0.1133,-0.0189,-0.1415,-0.1727,0.1633,-0.1186,-0.0635,-0.0595,0.0833,-0.2458,-0.0795,0.1871,-0.1880
-0.0635,-0.0179,-0.0659,0.1056,0.0801,0.0099,0.0374,-0.0819,0.0628,-0.0516,-0.1146,0.0687,-0.0347,0.0266,0.0628,0.0909,-0.0461,-0.0058,0.1125,0.0967,-0.0946,-0.1193,0.1405,0.0590,0.1990,0.0812,-0.0368,-0.0185
0.1398,-0.0179,0.0376,0.0328,0.0460,-0.2388,0.0796,-0.0020,-0.0663,-0.1388,0.0066,0.0000,-0.0474,0.1618,-0.0828,0.0091,-0.1436,0.0622,-0.0693,0.0296,0.0161,0.0853,0.0644,-0.1072,-0.0689,-0.0741,-0.0016,0.0473
-0.1415,0.1841,-0.0939,-0.1567,-0.0135,0.0572,0.0388,0.2914,0.0690,0.0797,0.0962,-0.1488,-0.0586,0.0483,0.0261,0.0792,-0.1139,0.1636,0.0183,-0.1101,-0.0811,-0.0022,-0.0443,-0.0765,0.0383,0.1193,-0.0230,-0.0695
-0.2527,0.1187,0.0477,-0.0364,0.1231,-0.1203,0.0075,0.1047,-0.0127,0.0389,0.0949,0.1202,0.1020,-0.1294,-0.0055,0.0834,-0.0846,-0.0743,-0.0037,0.0482,-0.0595,0.0782,0.0610,-0.0135,-0.0163,0.0821,0.0281,0.0895
-0.0002,-0.0981,-0.0103,-0.0695,0.1008,0.0305,-0.1297,0.0985,-0.1737,-0.0562,0.0727,0.0797,-0.1274,-0.0214,-0.0024,0.1697,-0.0915,-0.1734,0.0616,-0.1256,0.1646,0.1086,-0.1772,-0.0820,0.0629,-0.0745,0.1042,-0.1331
-0.1434,-0.2170,0.1232,-0.0369,-0.2961,0.0539,0.0095,-0.0030,-0.0608,0.0376,-0.0433,-0.0126,-0.1041,0.0662,-0.1239,-0.0151,-0.1086,-0.0836,-0.0469,-0.1597,0.1643,-0.0791,-0.1026,0.0512,-0.0495,0.0114,-0.0816,-0.0039
0.0420,-0.2623,-0.0516,-0.1249,0.0355,-0.0162,0.2097,-0.0528,-0.0487,-0.0710,0.1173,0.1157,-0.0360,-0.0646,-0.0189,-0.0083,0.1156,0.0676,-0.0426,-0.0864,-0.0894,-0.0586,-0.1259,-0.0377,-0.0773,-0.0039,0.0717,-0.1407
-0.1653,-0.0432,-0.1098,-0.0192,-0.0300,-0.0224,-0.1269,0.0679,0.0803,-0.0208,0.0456,0.1333,0.0512,-0.1197,0.0866,-0.0802,0.1878,0.0524,0.1551,-0.0113,0.0201,-0.1673,-0.0839,0.0820,-0.0394,0.0181,-0.0329,-0.1381
-0.1805,0.0713,-0.0871,-0.0629,-0.0586,-0.0766,-0.1116,0.0756,0.0000,0.0748,0.0101,-0.1225,-0.0598,0.0810,0.1780,-0.0377,0.0554,-0.0378,0.0527,-0.1307,-0.0798,0.1190,-0.0026,0.0292,0.0251,-0.1025,-0.0004,-0.2050
-0.0074,-0.1639,0.0154,0.0502,0.0012,-0.1510,-0.0261,-0.1441,-0.0324,-0.0430,-0.0801,0.0013,-0.0878,-0.1094,0.0426,-0.0734,0.0286,0.0734,-0.0518,0.0392,-0.0193,0.0888,0.0452,-0.0298,0.0714,0.0550,0.2595,0.0421
0.0913,-0.1478,0.1354,-0.0114,-0.0621,-0.0873,-0.1491,-0.1790,-0.0292,-0.0419,0.0467,-0.0501,0.0644,-0.0587,0.0877,-0.2404,0.1457,-0.1856,0.0818,0.2001,0.0382,-0.1538,0.1198,0.1011,-0.2169,0.0825,-0.0517,-0.0001
0.0043,0.0523,-0.0389,0.0339,-0.1899,-0.1085,0.1293,0.0867,0.1463,0.0373,0.0468,-0.0872,0.0788,-0.0814,0.0713,0.0326,-0.0223,0.0159,0.0356,0.1777,0.0517,0.0672,0.1817,0.0229,0.1572,0.0843,-0.0488,-0.0268
-0.0776,-0.0114,-0.0960,-0.0062,-0.0459,0.0530,0.1230,0.0598,0.0084,-0.2262,-0.0159,0.0656,-0.3684,-0.0313,0.1669,-0.1923,0.1190,0.0349,-0.0333,-0.0878,-0.0817,-0.0926,0.0117,0.1018,-0.0567,-0.0859,0.0579,0.0379
0.1127,-0.0975,0.0275,0.0214,-0.1677,0.0060,-0.2121,0.0796,-0.0841,0.1134,0.0105,-0.0706,0.0254,0.0073,0.0417,0.1537,0.0156,-0.0688,0.0275,-0.1277,0.0600,-0.0785,0.0398,0.0133,0.0399,-0.0426,0.0320,-0.0400
0.1071,0.0909,0.0559,0.0392,0.0625,-0.0234,-0.1786,0.0032,0.0477,0.0165,-0.1726,0.0815,0.0649,0.0250,0.0686,0.1395,0.1079,-0.1345,0.0885,0.0048,-0.0037,-0.0361,0.3068,0.0082,-0.0247,-0.0871,0.0985,-0.2219
-0.0969,-0.1844,0.1098,0.0801,-0.0764,-0.1314,0.0826,0.1307,0.0600,0.0260,0.1656,-0.0242,0.1650,-0.1829,0.0301,-0.0136,0.0411,0.1422,0.0128,-0.1368,-0.0335,-0.0708,0.1522,0.0608,-0.1662,-0.1129,-0.0487,-0.1468
-0.1308,-0.0935,0.0361,0.0457,0.0647,-0.2493,0.1040,0.0369,-0.0760,-0.0577,0.0233,0.0526,0.0621,-0.0370,-0.0747,0.1124,-0.0784,0.0264,0.0583,0.0881,0.1104,-0.1544,-0.0422,-0.0041,-0.0337,-0.0545,-0.0466,0.1247
-0.0034,0.1847,0.0600,0.2488,0.0065,-0.1824,0.0189,0.0875,0.0076,-0.0327,0.0123,0.1143,-0.0909,-0.0632,-0.0867,0.0297,0.0503,0.1357,0.0178,0.1520,0.0458,-0.0771,-0.0710,-0.1728,-0.0037,-0.0678,0.1982,0.0531
-0.0787,0.2535,-0.0359,0.0823,0.0609,-0.1591,0.1452,-0.1477,-0.0505,-0.0932,-0.0640,0.0234,-0.0030,-0.1511,0.0547,-0.0470,-0.0275,-0.0603,0.0697,-0.0720,0.0426,0.0104,0.0405,0.0698,-0.0431,0.0016,0.0173,-0.0562
0.0057,-0.1135,0.0307,-0.1130,-0.1174,-0.0738,-0.0997,-0.0312,-0.0057,0.3116,-0.0756,0.0295,0.0447,0.0851,0.0971,0.0472,-0.0248,0.0452,-0.0395,0.0184,-0.1240,-0.0425,-0.1241,-0.3584,-0.0874,0.1831,-0.0599,-0.0405
-0.1063,0.2199,0.0283,0.0683,0.0086,-0.0856,0.0641,-0.1512,-0.0010,0.1216,0.0428,-0.0203,0.0319,-0.2214,0.0947,0.1162,-0.0168,-0.0710,0.0863,-0.2552,0.0298,-0.0871,-0.0560,0.0315,-0.0698,-0.0571,-0.1202,0.1041
-0.0677,0.0166,0.0393,0.1305,0.0899,-0.0351,-0.0579,0.0417,0.0602,-0.0540,-0.1284,0.1307,-0.0583,0.1616,0.0504,-0.0859,-0.0905,-0.1439,0.0681,-0.2651,-0.0366,0.2329,-0.0413,-0.0418,-0.0204,-0.0942,0.0984,0.0042
-0.0344,-0.0826,0.0328,-0.1201,0.1052,0.0290,0.1995,-0.0870,-0.1185,0.0084,-0.0679,0.0371,-0.0593,0.0283,-0.0169,0.0490,-0.0140,-0.0063,0.1303,0.0085,0.0222,0.1985,0.0567,-0.1227,0.0538,0.0072,0.0230,0.0129
0.0592,-0.0623,-0.1357,-0.2381,-0.1049,-0.1131,0.0519,0.0065,-0.0022,0.0504,-0.1146,0.1863,-0.1248,-0.0449,-0.1457,0.0994,-0.0805,0.0341,-0.0402,-0.0758,-0.0022,-0.1637,-0.1397,0.2436,-0.0937,-0.0231,-0.1224,0.0587
0.0494,-0.0436,-0.0588,-0.1480,-0.2028,0.0754,0.0904,-0.0466,0.0418,0.1559,-0.0087,0.0690,-0.1150,-0.1553,-0.0886,-0.0816,0.0324,0.1081,0.1712,-0.0596,-0.0293,-0.0091,-0.0275,0.0940,-0.0249,0.0713,-0.1187,-0.2115
0.0620,0.0526,0.0352,-0.0967,0.0967,0.0579,-0.0465,-0.0302,0.0264,0.1274,-0.0998,-0.1517,-0.1159,0.0485,-0.0878,0.0772,-0.0505,0.0247,0.0719,-0.0094,0.1780,0.0364,-0.0904,0.0048,-0.2049,0.0676,0.0191,-0.0478
-0.0659,-0.0625,0.0093,-0.0185,0.1719,0.0284,-0.0208,-0.0581,0.0511,-0.2428,-0.0013,0.0517,0.1069,-0.0140,0.0150,-0.0440,-0.0394,-0.0439,0.1060,0.1846,0.0121,0.0420,-0.0441,0.0362,0.0144,0.1267,0.0156,0.0626
-0.0833,0.0733,0.0334,-0.0654,0.0762,-0.1617,-0.1573,0.0407,0.0004,-0.0850,0.1180,0.0117,-0.0164,-0.1390,0.1549,-0.0307,0.0966,0.0375,0.0054,-0.0016,-0.0030,0.0824,-0.1339,0.1169,0.0486,-0.0358,-0.0560,0.0202
-0.0862,-0.0316,0.1328,-0.0005,0.0229,-0.0205,-0.1922,-0.0155,-0.0334,0.0177,0.0272,0.0122,0.0341,-0.0454,-0.0971,0.0748,-0.0428,-0.1055,-0.0213,0.0954,0.0343,-0.0553,-0.0165,-0.1803,-0.0794,-0.1022,-0.0012,0.0129
-0.1067,-0.1288,-0.0303,0.1349,-0.1668,-0.0036,-0.0303,-0.0614,-0.1022,-0.0214,0.0696,0.0211,0.0982,-0.0996,-0.0203,0.1056,0.0294,-0.0864,-0.0127,-0.1649,-0.0785,-0.0635,-0.0724,0.0548,-0.2659,-0.0485,0.1250,0.0206
-0.0309,-0.0133,-0.0078,-0.0215,-0.0330,-0.0839,-0.0785,0.0538,-0.0150,0.0616,0.0129,-0.1298,0.0188,-0.0627,-0.1426,0.1543,-0.0969,-0.0599,-0.0367,-0.0878,-0.1750,-0.0522,-0.0911,-0.0212,0.0093,-0.0949,0.0870,-0.0473
0.0606,-0.0024,-0.0716,-0.2175,0.0684,-0.0066,0.0181,-0.0707,-0.0035,0.1267,0.0364,0.2302,0.0315,-0.0873,0.1780,0.1721,0.0990,-0.0821,-0.1093,-0.0192,0.0442,0.0752,-0.0543,0.0622,0.0715,0.0857,-0.1520,0.0406
-0.1279,-0.0765,0.0073,-0.0222,-0.1345,-0.0938,0.0614,0.1343,0.0121,-0.0248,0.1329,0.1742,-0.0870,-0.0894,0.0805,-0.0181,-0.0313,0.0495,0.0070,0.2091,0.0307,-0.0081,-0.0207,-0.1277,-0.0438,0.0340,0.0675,-0.1845
0.1797,-0.0142,-0.0380,0.0466,-0.0149,0.0758,-0.0020,-0.0903,0.0020,0.1857,-0.1581,0.0163,-0.1151,0.0944,0.1306,-0.0626,-0.0984,0.1369,0.0264,0.0364,0.1615,0.0407,0.0406,-0.0851,-0.0617,-0.0272,-0.0747,0.0555
-0.0363,0.0945,-0.0515,0.0047,0.0202,-0.0258,0.1017,-0.0528,0.1483,-0.0881,-0.0082,-0.0105,-0.1371,-0.0475,-0.0247,0.0450,0.2094,-0.0878,-0.0694,0.1702,-0.0697,-0.0049,0.0908,-0.0370,-0.1012,-0.1531,0.1200,-0.0859
0.1583,0.0649,-0.0128,-0.1314,-0.0606,-0.0673,-0.0868,-0.0094,0.1902,0.1554,-0.1117,0.0098,-0.0449,-0.0835,0.1187,0.0210,0.2147,-0.0267,-0.0520,-0.0863,-0.0016,-0.0314,-0.1423,0.0518,0.1125,0.0462,-0.0309,-0.1135
-0.0435,0.1168,-0.0326,0.2206,-0.0891,-0.0140,0.1683,-0.0196,0.0173,-0.0450,0.0662,0.0589,0.1151,0.0268,-0.0893,-0.1735,-0.1712,-0.0368,0.0650,-0.1608,-0.0566,-0.0819,0.1980,-0.0320,0.0805,0.0238,-0.1220,-0.0174
0.1604,-0.0230,-0.1130,0.1111,-0.0170,-0.1498,-0.0558,0.1079,-0.0884,-0.0452,-0.1063,0.1450,0.1094,-0.0390,-0.0963,0.0141,-0.0979,-0.1659,0.0022,-0.0986,0.0032,-0.0200,-0.1814,0.0895,-0.0700,0.0006,-0.0193,0.0171
-0.0246,-0.0881,0.0625,-0.0487,0.0585,-0.0335,-0.1791,-0.0349,-0.0350,0.0566,0.0477,0.0794,0.0999,-0.0111,0.0386,-0.2281,0.1101,0.0617,0.0178,-0.0799,0.0534,0.0658,0.0130,0.0875,-0.1072,-0.0684,0.0455,-0.0119
0.1057,0.0276,-0.0889,0.0209,-0.2427,0.0147,-0.0542,-0.0659,-0.2969,0.0203,0.1650,0.0616,0.1538,0.0595,-0.0496,-0.0511,-0.0970,-0.0237,-0.1016,0.0158,-0.0877,-0.1351,-0.0838,-0.0092,-0.1883,0.0441,0.0072,0.0587
-0.0661,-0.0458,-0.1439,0.0410,0.2436,-0.1103,-0.1531,-0.0672,0.0961,0.3048,0.0688,0.1435,-0.0473,-0.0594,0.0557,0.1414,-0.0824,-0.0775,-0.0152,0.1029,0.0065,-0.0244,-0.0422,0.0075,-0.0923,-0.2088,-0.0524,0.0949
0.0474,0.0764,-0.2010,-0.0992,-0.0525,-0.0928,0.0049,-0.0566,-0.2116,0.0957,0.0518,0.3188,0.3017,-0.0714,0.1417,0.0660,-0.1692,0.0912,-0.1171,0.0538,0.0398,0.0615,0.0399,-0.0089,-0.0379,0.0385,0.0641,-0.0879
-0.1836,-0.0912,0.0343,-0.0006,-0.0416,0.0060,0.0271,-0.1306,0.1483,-0.0282,-0.0516,0.0464,-0.0920,-0.0165,-0.1263,0.0833,0.0672,0.0292,-0.0292,0.2134,0.1269,-0.0564,0.0967,0.0641,-0.0772,0.0907,0.0918,-0.0228
0.0937,0.2082,-0.0166,-0.0260,-0.0461,-0.0832,0.1068,-0.0746,0.0508,-0.1011,-0.1837,0.0450,-0.0191,-0.0820,-0.1334,0.0588,-0.0692,-0.0553,0.1306,-0.0871,0.0504,0.1313,-0.0045,0.0200,0.1070,0.2350,-0.0899,0.1633
-0.0627,-0.0496,-0.0934,-0.0189,0.0859,-0.1512,0.0413,-0.1945,0.2258,0.1119,0.0189,0.1003,-0.0839,-0.0776,-0.1262,0.0718,0.0364,0.0542,-0.1128,-0.0710,-0.1119,-0.0310,-0.1419,0.0405,-0.1150,-0.0522,-0.0877,0.0430
0.0220,-0.0920,0.1947,-0.1619,0.1934,0.0280,0.0881,0.0507,0.1711,0.0141,0.0169,-0.0133,-0.1146,0.0419,-0.1913,-0.0202,0.0376,0.0471,0.0041,0.0685,0.0918,-0.0490,-0.1129,-0.1096,0.1935,-0.0197,0.3505,0.0353
-0.0657,-0.1194,0.0772,-0.0143,-0.0916,0.0311,0.0042,0.0997,0.0476,-0.2955,0.0341,-0.0247,-0.1941,0.1406,0.0957,0.0862,-0.0132,-0.0864,-0.1543,0.0271,0.1268,-0.2921,-0.1109,0.0798,-0.0304,-0.0026,-0.0416,0.1098
-0.1730,-0.1926,0.1027,-0.0171,-0.2029,0.0302,-0.1077,0.0529,-0.0860,0.1344,-0.1108,-0.0506,-0.1822,0.1467,0.0011,0.0298,0.0267,0.1733,-0.0888,-0.0691,0.1456,-0.3396,-0.0509,0.1291,0.0439,-0.1326,-0.0748,-0.2108
-0.0887,0.0424,0.2203,-0.0709,-0.2242,0.0326,0.2102,0.1386,0.0203,-0.1836,-0.0231,-0.2520,-0.0305,-0.0093,-0.1950,-0.1514,0.2355,0.1531,-0.0530,0.1735,0.0495,0.0403,0.0157,0.1230,0.1866,-0.0997,-0.1018,-0.0975
-0.0520,-0.0394,-0.0054,0.0698,-0.0771,0.0398,0.0347,0.0513,-0.0135,-0.1796,0.0246,0.0322,-0.2753,0.0190,0.0653,0.1955,0.0087,-0.0750,0.1551,0.1295,0.0936,0.0318,-0.0415,-0.0576,0.1822,-0.1622,0.0497,-0.1909
-0.0281,-0.0466,0.0534,-0.0618,0.1697,-0.1040,0.1202,-0.0557,0.0501,-0.0017,0.0745,-0.1188,-0.0601,0.1728,-0.1953,0.1570,-0.1303,0.0127,-0.0740,0.0999,0.0052,-0.1234,0.0408,0.0145,0.0095,0.0720,-0.1858,-0.1384
0.0409,-0.0340,-0.0590,-0.0552,0.0626,0.0896,0.0418,0.1331,0.0176,-0.0737,0.0594,0.0078,-0.0412,0.0193,0.0333,-0.1529,0.0452,-0.0332,0.0174,-0.0402,0.0012,-0.2223,0.0095,-0.0644,-0.0253,0.1208,-0.1317,0.0492
-0.0304,-0.0192,-0.0243,-0.0399,0.2377,-0.0865,-0.0768,-0.0685,-0.1930,-0.1223,0.0599,-0.0578,0.0149,0.0032,-0.0780,-0.0547,-0.0220,0.1425,-0.0731,-0.1374,0.0805,-0.0447,0.0916,0.1646,-0.0418,0.1154,0.0519,0.0256
0.1715,-0.0667,0.0760,0.1520,0.0335,-0.1230,0.2051,-0.1339,-0.1077,-0.0382,-0.0088,-0.0170,-0.0486,-0.0179,-0.0132,0.1225,0.0311,-0.0850,-0.1286,-0.0667,0.1068,-0.0033,-0.0439,0.1932,-0.0985,-0.0081,-0.0380,-0.0486
0.0368,-0.1768,0.1060,-0.0633,-0.0648,-0.0421,0.0116,0.0618,-0.0137,0.0287,0.0483,0.0770,-0.0376,0.0631,0.0611,-0.1751,0.0186,-0.0866,0.0797,-0.0327,-0.0740,-0.0333,0.0927,0.1717,0.0870,-0.0531,-0.1417,-0.0575
-0.0018,-0.1421,-0.1917,-0.0930,-0.0697,-0.0704,-0.0014,0.1770,-0.0696,0.1899,0.0712,-0.0291,-0.1103,-0.1822,0.0786,-0.0823,-0.0699,-0.1469,-0.0926,-0.0063,-0.1132,-0.0691,0.0332,0.0357,0.0974,0.0677,0.0634,-0.0585
0.0143,-0.0208,0.0219,-0.0595,0.0762,-0.0202,0.0134,0.0201,-0.0397,0.0324,0.0130,-0.0887,-0.0624,-0.1462,0.0425,0.1995,-0.0483,0.0030,-0.0214,-0.1774,0.1050,0.1344,0.1215,0.0915,-0.0342,0.1584,-0.0706,0.1136
-0.1816,0.0063,-0.0057,-0.1085,-0.0755,-0.0681,0.1429,-0.1544,0.1115,0.1203,-0.0389,-0.1705,0.0107,0.0816,-0.0292,-0.0621,0.0227,-0.0056,-0.0242,-0.2057,-0.0704,-0.0224,-0.1936,-0.1153,-0.1434,0.0798,0.1317,-0.2376
-0.1058,-0.1871,-0.1147,0.2795,-0.1166,0.1632,-0.1140,-0.1116,-0.0155,0.0729,-0.0442,-0.1245,0.1775,0.0302,0.0634,0.1271,0.0709,-0.1239,0.1742,0.0060,0.0737,-0.1105,0.0239,0.0969,0.0438,-0.1223,0.0739,-0.0562
-0.1457,-0.1252,0.0948,-0.0405,0.0971,0.0214,-0.0609,-0.0217,-0.0557,-0.0341,-0.1365,0.0025,-0.0451,-0.0561,0.0801,0.0720,0.0403,0.0771,-0.1482,-0.1876,0.1746,0.0778,-0.0160,-0.0310,-0.0327,0.0249,0.0794,0.0141
0.1367,-0.0203,0.0386,0.0086,0.1483,0.1109,-0.0535,-0.1157,0.1562,-0.1247,0.0686,0.0257,-0.0116,0.0260,0.1054,-0.0862,0.1550,0.1887,-0.0430,0.1764,0.0796,0.0907,-0.1376,0.0495,0.1219,-0.0258,-0.1088,0.0190
0.2722,0.1449,-0.0117,-0.0315,0.0751,-0.0361,-0.1547,-0.0673,-0.1173,0.0460,-0.0361,0.0453,0.0665,-0.0606,-0.0738,0.1762,-0.0431,-0.0719,0.0478,-0.1311,-0.0720,-0.0615,0.1275,-0.1457,0.0170,0.0139,-0.0184,-0.0989
0.0448,-0.0487,0.1653,-0.1514,0.1428,-0.1259,0.0401,0.0141,-0.1157,-0.2831,-0.1197,0.1127,0.0988,0.1322,-0.1280,0.0568,0.0637,0.0481,0.1088,-0.1123,-0.0195,0.0435,0.2332,0.0296,0.0173,0.0421,-0.0272,-0.0759
-0.0160,-0.1243,-0.0801,0.1543,0.1168,-0.0185,-0.0431,-0.0607,0.1738,0.0502,0.1316,0.1707,0.0107,0.1153,0.0025,0.1380,-0.1181,-0.0459,-0.1722,-0.0650,0.0627,-0.0313,-0.0290,0.0760,0.1017,-0.1078,0.0609,-0.0040
0.0595,0.1617,0.1552,0.2030,0.0673,-0.0230,-0.0440,-0.0089,-0.0342,0.0068,-0.0662,-0.0011,-0.2012,-0.1165,0.0389,-0.0239,-0.0926,-0.0421,-0.0569,0.0089,-0.1416,-0.0310,-0.0560,0.0441,0.0154,0.0067,-0.1314,-0.1960
0.0429,-0.0594,0.0835,0.1567,-0.1048,-0.1186,-0.1190,-0.0498,0.0608,-0.1893,-0.0512,0.0282,0.0129,0.0142,0.1029,0.0179,-0.1059,0.0796,-0.1585,-0.0467,-0.0206,0.1355,0.0017,0.1276,0.0407,-0.1615,0.1165,-0.0812
-0.0144,-0.0311,-0.0139,-0.0236,0.1800,0.1892,-0.0839,-0.0175,0.0080,0.0442,0.1329,-0.0643,0.1285,-0.0923,0.0825,0.0487,0.0881,0.0180,-0.0651,-0.1588,-0.2157,0.1823,0.1133,-0.0608,-0.0328,-0.0908,0.1995,-0.0560
